POLICY: BEST FIT	MEMORY SIZE: 512


NUMBER 	SEQUENCE 	SIZE 	ADR 	MEMORY LEFT 	LARGEST CHUNK
137 	free 		94432 	0 		-25312 		115040
138 	alloc 		93856 	0 		-119168 		115040
139 	alloc 		124064 	93856 		-243232 		115040
140 	free 		44192 	0 		-199040 		115040
141 	free 		44832 	0 		-154208 		115040
142 	free 		80224 	0 		-73984 		115040
143 	alloc 		24288 	0 		-98272 		115040
144 	free 		96480 	0 		-1792 		115040
145 	free 		124064 	0 		122272 		115040
146 	free 		113376 	0 		235648 		115040
147 	alloc 		84000 	0 		151648 		115040
148 	alloc 		62688 	84000 		88960 		115040
149 	free 		84000 	0 		172960 		115040
150 	free 		124832 	0 		297792 		124832
151 	alloc 		123104 	0 		174688 		124832
152 	alloc 		84384 	123104 		90304 		124832
153 	alloc 		67936 	207488 		22368 		124832
154 	alloc 		67872 	275424 		-45504 		124832
155 	free 		62688 	0 		17184 		124832
156 	free 		45664 	0 		62848 		124832
157 	alloc 		91104 	0 		-28256 		124832
158 	alloc 		21280 	91104 		-49536 		124832
159 	alloc 		8480 	112384 		-58016 		124832
160 	free 		93856 	0 		35840 		124832
161 	alloc 		27872 	0 		7968 		124832
162 	alloc 		30304 	27872 		-22336 		124832
163 	alloc 		44256 	58176 		-66592 		124832
164 	free 		21280 	0 		-45312 		124832
165 	alloc 		93408 	0 		-138720 		124832
166 	alloc 		46368 	93408 		-185088 		124832
167 	alloc 		47584 	139776 		-232672 		124832
168 	free 		91104 	0 		-141568 		124832
169 	free 		44256 	0 		-97312 		124832
170 	free 		123104 	0 		25792 		124832
171 	free 		24288 	0 		50080 		124832
172 	alloc 		122528 	0 		-72448 		124832
173 	alloc 		56800 	122528 		-129248 		124832
174 	free 		67936 	0 		-61312 		124832
175 	free 		67872 	0 		6560 		124832
176 	alloc 		69984 	0 		-63424 		124832
177 	free 		84384 	0 		20960 		124832
178 	alloc 		92448 	0 		-71488 		124832
179 	alloc 		18400 	92448 		-89888 		124832
180 	free 		27872 	0 		-62016 		124832
181 	free 		8480 	0 		-53536 		124832
182 	free 		122528 	0 		68992 		124832
183 	free 		30304 	0 		99296 		124832
184 	alloc 		74080 	0 		25216 		124832
185 	alloc 		114656 	74080 		-89440 		124832
186 	alloc 		93216 	188736 		-182656 		124832
187 	alloc 		103776 	281952 		-286432 		124832
188 	alloc 		3936 	385728 		-290368 		124832
189 	free 		46368 	0 		-244000 		124832
190 	free 		93408 	0 		-150592 		124832
191 	free 		69984 	0 		-80608 		124832
192 	free 		47584 	0 		-33024 		124832
193 	alloc 		94240 	0 		-127264 		124832
194 	free 		93216 	0 		-34048 		124832
195 	free 		18400 	0 		-15648 		124832
196 	alloc 		112480 	0 		-128128 		124832
197 	free 		56800 	0 		-71328 		124832
198 	free 		103776 	0 		32448 		124832
199 	alloc 		102560 	0 		-70112 		124832
200 	alloc 		91424 	102560 		-161536 		124832
201 	alloc 		69472 	193984 		-231008 		124832
202 	alloc 		15328 	263456 		-246336 		124832
203 	alloc 		14240 	278784 		-260576 		124832
204 	alloc 		105760 	293024 		-366336 		124832
205 	free 		92448 	0 		-273888 		124832
206 	free 		74080 	0 		-199808 		124832
207 	alloc 		80608 	0 		-280416 		124832
208 	alloc 		101536 	80608 		-381952 		124832
209 	free 		91424 	0 		-290528 		124832
210 	alloc 		63648 	0 		-354176 		124832
211 	free 		112480 	0 		-241696 		124832
212 	alloc 		46304 	0 		-288000 		124832
213 	alloc 		112480 	0 		-400480 		124832
214 	free 		114656 	0 		-285824 		124832
215 	free 		3936 	0 		-281888 		124832
216 	alloc 		48992 	0 		-330880 		124832
217 	alloc 		128224 	48992 		-459104 		124832
218 	alloc 		65568 	177216 		-524672 		124832
219 	alloc 		14816 	242784 		-539488 		124832
220 	free 		15328 	0 		-524160 		124832
221 	free 		46304 	0 		-477856 		124832
222 	free 		94240 	0 		-383616 		124832
223 	free 		63648 	0 		-319968 		124832
224 	free 		14816 	0 		-305152 		124832
225 	free 		69472 	0 		-235680 		124832
226 	alloc 		122592 	0 		-358272 		124832
227 	alloc 		16480 	122592 		-374752 		124832
228 	free 		101536 	0 		-273216 		124832
229 	free 		102560 	0 		-170656 		124832
230 	alloc 		122080 	0 		-292736 		124832
231 	free 		14240 	0 		-278496 		124832
232 	free 		112480 	0 		-166016 		124832
233 	free 		105760 	0 		-60256 		124832
234 	alloc 		116000 	0 		-176256 		124832
235 	alloc 		65824 	116000 		-242080 		124832
236 	alloc 		110944 	181824 		-353024 		124832
237 	free 		80608 	0 		-272416 		124832
238 	alloc 		36192 	0 		-308608 		124832
239 	alloc 		58336 	36192 		-366944 		124832
240 	free 		48992 	0 		-317952 		124832
241 	free 		122592 	0 		-195360 		124832
242 	free 		116000 	0 		-79360 		124832
243 	alloc 		57184 	0 		-136544 		124832
244 	free 		16480 	0 		-120064 		124832
245 	free 		65568 	0 		-54496 		124832
246 	free 		128224 	0 		73728 		124832
247 	alloc 		105632 	0 		-31904 		124832
248 	alloc 		121056 	105632 		-152960 		124832
249 	free 		121056 	0 		-31904 		124832
250 	free 		122080 	0 		90176 		124832
251 	alloc 		42080 	0 		48096 		124832
252 	alloc 		87328 	0 		-39232 		124832
253 	alloc 		8352 	0 		-47584 		124832
254 	alloc 		48416 	0 		-96000 		124832
255 	free 		105632 	0 		9632 		124832
256 	free 		42080 	0 		51712 		124832
257 	alloc 		17312 	0 		34400 		124832
258 	free 		57184 	0 		91584 		124832
259 	alloc 		63136 	0 		28448 		124832
260 	free 		110944 	0 		139392 		124832
261 	free 		65824 	0 		205216 		124832
262 	alloc 		47328 	0 		157888 		124832
263 	free 		36192 	0 		194080 		124832
264 	free 		58336 	0 		252416 		124832
265 	alloc 		52256 	0 		200160 		124832
266 	alloc 		118048 	52256 		82112 		124832
267 	alloc 		98656 	170304 		-16544 		124832
268 	alloc 		11552 	268960 		-28096 		124832
269 	alloc 		125344 	280512 		-153440 		124832
270 	free 		17312 	0 		-136128 		124832
271 	alloc 		116064 	0 		-252192 		124832
272 	alloc 		69664 	116064 		-321856 		124832
273 	free 		116064 	0 		-205792 		124832
274 	free 		48416 	0 		-157376 		124832
275 	alloc 		114976 	0 		-272352 		124832
276 	alloc 		44064 	114976 		-316416 		124832
277 	free 		8352 	0 		-308064 		124832
278 	alloc 		39520 	0 		-347584 		124832
279 	alloc 		106784 	39520 		-454368 		124832
280 	free 		47328 	0 		-407040 		124832
281 	free 		87328 	0 		-319712 		124832
282 	free 		63136 	0 		-256576 		124832
283 	alloc 		24096 	0 		-280672 		124832
284 	alloc 		71968 	24096 		-352640 		124832
285 	free 		44064 	0 		-308576 		124832
286 	alloc 		58976 	0 		-367552 		124832
287 	free 		69664 	0 		-297888 		124832
288 	free 		98656 	0 		-199232 		124832
289 	free 		125344 	0 		-73888 		124832
290 	free 		106784 	0 		32896 		124832
291 	free 		52256 	0 		85152 		124832
292 	alloc 		111008 	0 		-25856 		124832
293 	free 		11552 	0 		-14304 		124832
294 	alloc 		42336 	0 		-56640 		124832
295 	alloc 		121184 	42336 		-177824 		124832
296 	free 		118048 	0 		-59776 		124832
297 	alloc 		26848 	0 		-86624 		124832
298 	alloc 		77216 	26848 		-163840 		124832
299 	alloc 		103776 	104064 		-267616 		124832
300 	alloc 		120480 	207840 		-388096 		124832
301 	free 		71968 	0 		-316128 		124832
302 	alloc 		118560 	0 		-434688 		124832
303 	alloc 		42080 	0 		-476768 		124832
304 	free 		114976 	0 		-361792 		124832
305 	free 		39520 	0 		-322272 		124832
306 	free 		42336 	0 		-279936 		124832
307 	alloc 		72992 	0 		-352928 		124832
308 	free 		118560 	0 		-234368 		124832
309 	alloc 		44512 	0 		-278880 		124832
310 	free 		120480 	0 		-158400 		124832
311 	alloc 		32224 	0 		-190624 		124832
312 	alloc 		87648 	32224 		-278272 		124832
313 	free 		24096 	0 		-254176 		124832
314 	alloc 		32352 	0 		-286528 		124832
315 	free 		58976 	0 		-227552 		124832
316 	free 		26848 	0 		-200704 		124832
317 	free 		111008 	0 		-89696 		124832
318 	alloc 		63584 	0 		-153280 		124832
319 	free 		42080 	0 		-111200 		124832
320 	alloc 		30624 	0 		-141824 		124832
321 	alloc 		18336 	30624 		-160160 		124832
322 	free 		121184 	0 		-38976 		124832
323 	free 		44512 	0 		5536 		124832
324 	alloc 		224 	0 		5312 		124832
325 	free 		103776 	0 		109088 		124832
326 	alloc 		113760 	0 		-4672 		124832
327 	free 		77216 	0 		72544 		124832
328 	alloc 		12960 	0 		59584 		124832
329 	alloc 		46688 	12960 		12896 		124832
330 	alloc 		44128 	59648 		-31232 		124832
331 	alloc 		86176 	103776 		-117408 		124832
332 	alloc 		109792 	189952 		-227200 		124832
333 	free 		32352 	0 		-194848 		124832
334 	alloc 		74784 	0 		-269632 		124832
335 	free 		72992 	0 		-196640 		124832
336 	alloc 		1376 	0 		-198016 		124832
337 	free 		113760 	0 		-84256 		124832
338 	free 		30624 	0 		-53632 		124832
339 	free 		32224 	0 		-21408 		124832
340 	free 		87648 	0 		66240 		124832
341 	alloc 		50848 	0 		15392 		124832
342 	alloc 		80800 	50848 		-65408 		124832
343 	free 		63584 	0 		-1824 		124832
344 	free 		12960 	0 		11136 		124832
345 	alloc 		117088 	0 		-105952 		124832
346 	alloc 		112864 	117088 		-218816 		124832
347 	alloc 		3616 	229952 		-222432 		124832
348 	free 		224 	0 		-222208 		124832
349 	alloc 		56224 	0 		-278432 		124832
350 	alloc 		128160 	56224 		-406592 		124832
351 	free 		18336 	0 		-388256 		124832
352 	alloc 		85472 	0 		-473728 		124832
353 	free 		44128 	0 		-429600 		124832
354 	alloc 		55456 	0 		-485056 		124832
355 	free 		46688 	0 		-438368 		124832
356 	free 		74784 	0 		-363584 		124832
357 	free 		1376 	0 		-362208 		124832
358 	free 		109792 	0 		-252416 		124832
359 	free 		86176 	0 		-166240 		124832
360 	alloc 		23264 	0 		-189504 		124832
361 	free 		50848 	0 		-138656 		124832
362 	free 		80800 	0 		-57856 		124832
363 	free 		117088 	0 		59232 		124832
364 	alloc 		37792 	0 		21440 		124832
365 	free 		3616 	0 		25056 		124832
366 	free 		23264 	0 		48320 		124832
367 	free 		56224 	0 		104544 		124832
368 	alloc 		69728 	0 		34816 		124832
369 	alloc 		2208 	69728 		32608 		124832
370 	alloc 		6368 	71936 		26240 		124832
371 	alloc 		40608 	78304 		-14368 		124832
372 	alloc 		103328 	118912 		-117696 		124832
373 	alloc 		53280 	222240 		-170976 		124832
374 	free 		112864 	0 		-58112 		124832
375 	alloc 		87200 	0 		-145312 		124832
376 	free 		69728 	0 		-75584 		124832
377 	alloc 		70752 	0 		-146336 		124832
378 	alloc 		68832 	70752 		-215168 		124832
379 	free 		85472 	0 		-129696 		124832
380 	free 		128160 	0 		-1536 		124832
381 	alloc 		36000 	0 		-37536 		124832
382 	free 		55456 	0 		17920 		124832
383 	free 		37792 	0 		55712 		124832
384 	alloc 		117344 	0 		-61632 		124832
385 	alloc 		46176 	117344 		-107808 		124832
386 	free 		87200 	0 		-20608 		124832
387 	alloc 		83872 	0 		-104480 		124832
388 	free 		40608 	0 		-63872 		124832
389 	alloc 		118112 	0 		-181984 		124832
390 	free 		36000 	0 		-145984 		124832
391 	free 		103328 	0 		-42656 		124832
392 	alloc 		91808 	0 		-134464 		124832
393 	free 		53280 	0 		-81184 		124832
394 	alloc 		40608 	0 		-121792 		124832
395 	alloc 		27040 	40608 		-148832 		124832
396 	free 		118112 	0 		-30720 		124832
397 	free 		6368 	0 		-24352 		124832
398 	free 		2208 	0 		-22144 		124832
399 	alloc 		37344 	0 		-59488 		124832
400 	alloc 		45152 	37344 		-104640 		124832
401 	alloc 		21152 	82496 		-125792 		124832
402 	alloc 		107168 	103648 		-232960 		124832
403 	alloc 		72416 	210816 		-305376 		124832
404 	free 		83872 	0 		-221504 		124832
405 	free 		70752 	0 		-150752 		124832
406 	alloc 		30944 	0 		-181696 		124832
407 	free 		68832 	0 		-112864 		124832
408 	alloc 		66208 	0 		-179072 		124832
409 	alloc 		108512 	66208 		-287584 		124832
410 	free 		45152 	0 		-242432 		124832
411 	free 		91808 	0 		-150624 		124832
412 	alloc 		64160 	0 		-214784 		124832
413 	free 		46176 	0 		-168608 		124832
414 	free 		117344 	0 		-51264 		124832
415 	alloc 		22304 	0 		-73568 		124832
416 	free 		21152 	0 		-52416 		124832
417 	alloc 		28896 	0 		-81312 		124832
418 	free 		27040 	0 		-54272 		124832
419 	free 		37344 	0 		-16928 		124832
420 	free 		40608 	0 		23680 		124832
421 	free 		72416 	0 		96096 		124832
422 	free 		66208 	0 		162304 		124832
423 	alloc 		61856 	0 		100448 		124832
424 	free 		107168 	0 		207616 		124832
425 	free 		30944 	0 		238560 		124832
426 	alloc 		54688 	0 		183872 		124832
427 	alloc 		7648 	54688 		176224 		124832
428 	alloc 		85728 	62336 		90496 		124832
429 	alloc 		111136 	148064 		-20640 		124832
430 	free 		28896 	0 		8256 		124832
431 	free 		54688 	0 		62944 		124832
432 	free 		22304 	0 		85248 		124832
433 	alloc 		10784 	0 		74464 		124832
434 	alloc 		95520 	10784 		-21056 		124832
435 	free 		61856 	0 		40800 		124832
436 	free 		108512 	0 		149312 		124832
437 	free 		111136 	0 		260448 		124832
438 	alloc 		67104 	0 		193344 		124832
439 	alloc 		129184 	67104 		64160 		124832
440 	free 		64160 	0 		128320 		124832
441 	free 		10784 	0 		139104 		124832
442 	alloc 		7904 	0 		131200 		124832
443 	free 		85728 	0 		216928 		124832
444 	alloc 		18784 	0 		198144 		124832
445 	alloc 		40032 	18784 		158112 		124832
446 	alloc 		119200 	58816 		38912 		124832
447 	alloc 		28384 	178016 		10528 		124832
448 	alloc 		103264 	206400 		-92736 		124832
449 	alloc 		74464 	309664 		-167200 		124832
450 	alloc 		3936 	384128 		-171136 		124832
451 	free 		129184 	0 		-41952 		124832
452 	alloc 		13728 	0 		-55680 		124832
453 	free 		7904 	0 		-47776 		124832
454 	free 		67104 	0 		19328 		124832
455 	alloc 		89696 	0 		-70368 		124832
456 	free 		119200 	0 		48832 		124832
457 	free 		7648 	0 		56480 		124832
458 	free 		74464 	0 		130944 		124832
459 	free 		103264 	0 		234208 		124832
460 	alloc 		96224 	0 		137984 		124832
461 	alloc 		114784 	96224 		23200 		124832
462 	free 		89696 	0 		112896 		124832
463 	free 		40032 	0 		152928 		124832
464 	free 		95520 	0 		248448 		124832
465 	alloc 		47200 	0 		201248 		124832
466 	alloc 		45152 	47200 		156096 		124832
467 	free 		3936 	0 		160032 		124832
468 	alloc 		11680 	0 		148352 		124832
469 	alloc 		91040 	11680 		57312 		124832
470 	free 		11680 	0 		68992 		124832
471 	alloc 		126944 	0 		-57952 		124832
472 	free 		28384 	0 		-29568 		124832
473 	free 		126944 	0 		97376 		126944
474 	free 		18784 	0 		116160 		126944
475 	alloc 		105248 	0 		10912 		126944
476 	alloc 		111264 	105248 		-100352 		126944
477 	free 		96224 	0 		-4128 		126944
478 	alloc 		54624 	0 		-58752 		126944
479 	free 		13728 	0 		-45024 		126944
480 	free 		91040 	0 		46016 		126944
481 	free 		45152 	0 		91168 		126944
482 	free 		111264 	0 		202432 		126944
483 	free 		114784 	0 		317216 		126944
484 	alloc 		115872 	0 		201344 		126944
485 	alloc 		97376 	115872 		103968 		126944
486 	alloc 		71264 	213248 		32704 		126944
487 	alloc 		30880 	284512 		1824 		126944
488 	alloc 		34016 	315392 		-32192 		126944
489 	alloc 		121504 	349408 		-153696 		126944
490 	alloc 		34784 	470912 		-188480 		126944
491 	free 		47200 	0 		-141280 		126944
492 	alloc 		41248 	0 		-182528 		126944
493 	alloc 		63904 	41248 		-246432 		126944
494 	free 		121504 	0 		-124928 		126944
495 	alloc 		127520 	0 		-252448 		126944
496 	free 		41248 	0 		-211200 		126944
497 	free 		71264 	0 		-139936 		126944
498 	free 		54624 	0 		-85312 		126944
499 	free 		115872 	0 		30560 		126944
500 	alloc 		33760 	0 		-3200 		126944
501 	free 		105248 	0 		102048 		126944
502 	alloc 		78112 	0 		23936 		126944
503 	free 		127520 	0 		151456 		127520
504 	alloc 		40928 	0 		110528 		127520
505 	alloc 		32800 	40928 		77728 		127520
506 	alloc 		17568 	73728 		60160 		127520
507 	free 		63904 	0 		124064 		127520
508 	free 		97376 	0 		221440 		127520
509 	free 		30880 	0 		252320 		127520
510 	free 		34016 	0 		286336 		127520
511 	alloc 		32672 	0 		253664 		127520
512 	alloc 		93280 	32672 		160384 		127520
513 	free 		33760 	0 		194144 		127520
514 	alloc 		129056 	0 		65088 		127520
515 	free 		32800 	0 		97888 		127520
516 	free 		17568 	0 		115456 		127520
517 	free 		34784 	0 		150240 		127520
518 	alloc 		123872 	0 		26368 		127520
519 	alloc 		40160 	123872 		-13792 		127520
520 	alloc 		108320 	164032 		-122112 		127520
521 	alloc 		14752 	272352 		-136864 		127520
522 	alloc 		92512 	287104 		-229376 		127520
523 	free 		123872 	0 		-105504 		127520
524 	free 		129056 	0 		23552 		129056
525 	free 		40928 	0 		64480 		129056
526 	free 		108320 	0 		172800 		129056
527 	alloc 		71904 	0 		100896 		129056
528 	alloc 		32608 	71904 		68288 		129056
529 	free 		78112 	0 		146400 		129056
530 	alloc 		19360 	0 		127040 		129056
531 	alloc 		76256 	19360 		50784 		129056
532 	alloc 		83040 	95616 		-32256 		129056
533 	free 		32672 	0 		416 		129056
534 	free 		92512 	0 		92928 		129056
535 	alloc 		117408 	0 		-24480 		129056
536 	alloc 		103520 	117408 		-128000 		129056
537 	alloc 		55584 	220928 		-183584 		129056
538 	alloc 		35168 	276512 		-218752 		129056
539 	free 		14752 	0 		-204000 		129056
540 	free 		35168 	0 		-168832 		129056
541 	free 		93280 	0 		-75552 		129056
542 	alloc 		57888 	0 		-133440 		129056
543 	free 		40160 	0 		-93280 		129056
544 	alloc 		105312 	0 		-198592 		129056
545 	free 		76256 	0 		-122336 		129056
546 	alloc 		23584 	0 		-145920 		129056
547 	alloc 		95584 	23584 		-241504 		129056
548 	free 		23584 	0 		-217920 		129056
549 	alloc 		33632 	0 		-251552 		129056
550 	free 		71904 	0 		-179648 		129056
551 	alloc 		117344 	0 		-296992 		129056
552 	free 		32608 	0 		-264384 		129056
553 	free 		19360 	0 		-245024 		129056
554 	alloc 		49888 	0 		-294912 		129056
555 	free 		49888 	0 		-245024 		129056
556 	alloc 		126048 	0 		-371072 		129056
557 	free 		95584 	0 		-275488 		129056
558 	free 		126048 	0 		-149440 		129056
559 	free 		117408 	0 		-32032 		129056
560 	free 		83040 	0 		51008 		129056
561 	alloc 		76064 	0 		-25056 		129056
562 	alloc 		36832 	76064 		-61888 		129056
563 	free 		57888 	0 		-4000 		129056
564 	free 		105312 	0 		101312 		129056
565 	free 		55584 	0 		156896 		129056
566 	free 		103520 	0 		260416 		129056
567 	alloc 		71008 	0 		189408 		129056
568 	alloc 		8672 	71008 		180736 		129056
569 	free 		117344 	0 		298080 		129056
570 	alloc 		49760 	0 		248320 		129056
571 	alloc 		94816 	49760 		153504 		129056
572 	free 		94816 	0 		248320 		129056
573 	alloc 		127328 	0 		120992 		129056
574 	free 		36832 	0 		157824 		129056
575 	free 		76064 	0 		233888 		129056
576 	alloc 		72992 	0 		160896 		129056
577 	free 		33632 	0 		194528 		129056
578 	free 		127328 	0 		321856 		129056
579 	alloc 		93408 	0 		228448 		129056
580 	alloc 		81568 	0 		146880 		129056
581 	alloc 		100960 	0 		45920 		129056
582 	alloc 		52576 	0 		-6656 		129056
583 	alloc 		69664 	0 		-76320 		129056
584 	alloc 		75040 	0 		-151360 		129056
585 	free 		75040 	0 		-76320 		129056
586 	alloc 		82656 	0 		-158976 		129056
587 	alloc 		72864 	82656 		-231840 		129056
588 	free 		71008 	0 		-160832 		129056
589 	alloc 		62432 	0 		-223264 		129056
590 	alloc 		53280 	62432 		-276544 		129056
591 	alloc 		48992 	0 		-325536 		129056
592 	alloc 		58208 	0 		-383744 		129056
593 	free 		93408 	0 		-290336 		129056
594 	free 		49760 	0 		-240576 		129056
595 	free 		62432 	0 		-178144 		129056
596 	free 		8672 	0 		-169472 		129056
597 	free 		48992 	0 		-120480 		129056
598 	free 		72864 	0 		-47616 		129056
599 	alloc 		55456 	0 		-103072 		129056
600 	alloc 		35232 	0 		-138304 		129056
601 	free 		72992 	0 		-65312 		129056
602 	free 		35232 	0 		-30080 		129056
603 	alloc 		1824 	0 		-31904 		129056
604 	alloc 		65568 	1824 		-97472 		129056
605 	alloc 		57440 	67392 		-154912 		129056
606 	free 		1824 	0 		-153088 		129056
607 	free 		81568 	0 		-71520 		129056
608 	free 		52576 	0 		-18944 		129056
609 	alloc 		24288 	0 		-43232 		129056
610 	alloc 		91040 	0 		-134272 		129056
611 	free 		100960 	0 		-33312 		129056
612 	alloc 		102944 	0 		-136256 		129056
613 	free 		69664 	0 		-66592 		129056
614 	alloc 		78304 	0 		-144896 		129056
615 	free 		82656 	0 		-62240 		129056
616 	free 		55456 	0 		-6784 		129056
617 	alloc 		98528 	0 		-105312 		129056
618 	alloc 		54304 	98528 		-159616 		129056
619 	free 		53280 	0 		-106336 		129056
620 	free 		58208 	0 		-48128 		129056
621 	alloc 		126240 	0 		-174368 		129056
622 	free 		24288 	0 		-150080 		129056
623 	alloc 		97568 	0 		-247648 		129056
624 	free 		57440 	0 		-190208 		129056
625 	free 		54304 	0 		-135904 		129056
626 	alloc 		78560 	0 		-214464 		129056
627 	alloc 		57952 	78560 		-272416 		129056
628 	free 		65568 	0 		-206848 		129056
629 	alloc 		81184 	0 		-288032 		129056
630 	free 		91040 	0 		-196992 		129056
